,linkedin,www,About ,facebook,twitter,youtube,Instagram,logo,title,node1,node2,node3,node4,node5,year founded,finance,sales,hr,product,strategy,marketing,scope,geography,businesslifecycle,patents,traffic/media,reviews,investors type,number of investors
14,,http://trendlines.com/company/...,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,AquiNovo,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2015.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,,,,,
15,https://www.linkedin.com/company/10694616/,http://www.biofishency.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/biofishency,,,,,BioFishency,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2013.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,2.0,,,,,
16,,http://www.cattle-watch.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/Cattle-watch-574887752645347/,,,,,CattleWatch,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2011.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,,,,,
17,https://www.linkedin.com/company/18146334/,http://www.eggxyt.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/eggxyt/,https://twitter.com/EggXYt,,https://www.instagram.com/eggxyt/,,eggXYt,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2015.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,,,,,
18,https://www.linkedin.com/company/10453527,http://enzootic.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/enzootic.holdings/,https://twitter.com/EnzooticInfo,https://www.youtube.com/channel/UCnHMAoEiVH6BQr7zG9Nx4yg,,,Enzootic,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2012.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,,,,,
19,https://www.linkedin.com/company/12670071,http://fotonica.io/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/fotonica.fotonica,https://twitter.com/Fotonica12,https://www.youtube.com/channel/UCfkhnTV7GOhrK_vZZkU0Knw,https://www.instagram.com/fotonicalight/,,Fotonica,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2013.0,4.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,,,,,
20,https://www.linkedin.com/company/3037057,https://metabolic-robots.business.site/?utm_source=gmb&utm_medium=referral,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/MetabolicRobots/,https://twitter.com/metabolicrobots,,,,Metabolic Robots,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2011.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,5.0,2.0,,,,,
21,https://www.linkedin.com/company/2130862,https://www.seakura.co.il/en/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/seakuraisrael/,https://twitter.com/seakuraseaweed,https://www.youtube.com/channel/UCi91gqAZxAtBoebVjFOcGvg,https://www.instagram.com/seakura_israel/,https://finder.startupnationcentral.org/image_cloud/seakura_59c812e6-e1fb-11ea-8a8d-853534533496?w=240&h=240,Seakura,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2007.0,1.0,2.0,1.0,5.0,3.0,4.0,2.0,5.0,2.0,,,,,
22,,http://www.synvaccine.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,SynVaccine,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2013.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,
23,,https://www.viaqua-t.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,ViAqua Therapeutics,Israel ,,Tech solution ,Agriculture Development & Health,Aquaculture,2014.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,,,,,
24,https://www.linkedin.com/company/15263354/,http://www.danziger-innovations.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Danziger Innovations,Israel ,,Tech solution ,Agriculture Development & Health,Biotech,2008.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,3.0,,,,,
25,http://www.equi-nom.com/,http://www.equi-nom.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,https://www.youtube.com/channel/UCLUfhI0kj_Z7QdIt5aQd6XQ,,,Equinom,Israel ,,Tech solution ,Agriculture Development & Health,Biotech,2012.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,,,,,
26,https://www.linkedin.com/company/5022013,http://www.groundworkbioag.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/groundworkbioag,https://twitter.com/GroundworkBioAg,,,,Groundwork BioAg,Israel ,,Tech solution ,Agriculture Development & Health,Biotech,2014.0,5.0,3.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,,,,,
27,https://www.linkedin.com/company/5093963,http://www.kaiima.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/Kaiima-Bio-Agritech-Ltd-1401353790174933/,,,,,Kaiima Bio-Agritech,Israel ,,Tech solution ,Agriculture Development & Health,Biotech,2006.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,,,,,
28,https://www.linkedin.com/company/1704972,http://www.nrgene.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/NRGene-Technologies-1003279819696574/,https://twitter.com/NRGene,https://www.youtube.com/channel/UCLQEmqBpPqTAc93CqUlQiVw,,,NRGene,Israel ,,Tech solution ,Agriculture Development & Health,Biotech,2009.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,,,,,
29,https://www.linkedin.com/company/593482,,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/phenomenetworks,,https://www.youtube.com/channel/UC54FZqmjebZGHMezcJretYA,https://www.instagram.com/phenomenetworks/,,Phenome Networks,Israel ,,Tech solution ,Agriculture Development & Health,Biotech,2008.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,,,,,,
30,https://www.linkedin.com/company/3216766,https://www.youtube.com/channel/UCfX49fh4T07F1Of1m1BLVnw,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,https://www.youtube.com/channel/UCfX49fh4T07F1Of1m1BLVnw,,,TargetGene Biotechnologies,Israel ,,Tech solution ,Agriculture Development & Health,Biotech,2012.0,4.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,,,,,
31,,https://www.baqermohebi.com,,,,,,,Baqer Mohebi Enterprises,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Climate Change,,,,,,,,,,,,,,,
32,,https://www.bedayatrading.ae,,,,,,,Bedaya Trading,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Climate Change,,,,,,,,,,,,,,,
33,,http://www.binablan.net,,,,,,,Bin Ablan Foods Industry,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Climate Change,,,,,,,,,,,,,,,
34,,http://www.aldahra.com,,,,,,,Al Dahra Holding LLC,UAE  ,Abu Dhabi,Investor ,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
35,,http://www.alameerafood.com,,,,,,,AL AMEERA FOODSTUFF INDUSTRIES,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
36,,http://www.alsaqrtrading.com,,,,,,,Al Saqr General Trading Co. L.L.C.,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
37,,http://www.emiratesfarms.com/about_us.html,,,,,,,Emirates Hydroponics Farms For Vegetables,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
38,,https://www.sajjanfoods.com,,,,,,,Sajjan Foodstuff Trading LLC,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
39,,https://www.alrawabidairy.com/,,,,,,,Al Rawabi Dairy Co. L.L.C.,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
40,,http://www.aramtec.com,,,,,,,Arabian American Technology (ARAMTEC),UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
41,,http://www.graciafarms.com,,,,,,,Garcia Farms Hydroponics,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
42,,https://www.ghassan-dubai.com,,,,,,,Ghassan Ahmed Al Sulaiman Trading LLC (GAAST LLC),UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
43,,https://srtip.ae/,,,,,,,"Sharjah Research, Technology and Innovation Park",UAE  ,Sharjah,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
44,,http://www.unox.com,,,,,,,Unox Middle East,UAE  ,Sharjah,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
45,,http://www.emco.ae,,,,,,,Emco International LLC,UAE  ,UAE Region ,Partner/buyer,Agriculture Development & Health,Crop Protection & Fertilizers,,,,,,,,,,,,,,,
46,https://www.linkedin.com/company/10115802,https://biofeed.co.il/enhome/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/BiofeedControl/,,,,,Biofeed,Israel ,,Tech solution ,Agriculture Development & Health,Crop Protection & Fertilizers,2004.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,,,,,
47,https://www.linkedin.com/company/10410906,http://www.forrestinnovations.com/en/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,https://twitter.com/ForrestInnovat1,,,,Forrest Innovations,Israel ,,Tech solution ,Agriculture Development & Health,Crop Protection & Fertilizers,2013.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,,,,,
48,,https://www.camelicious.ae,,,,,,,Camelicious,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Environment and Green Development,,,,,,,,,,,,,,,
49,,https://cccuwe.ae/,,,,,,,CCC (Underwater Engineering) S.A.L,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Environment and Green Development,,,,,,,,,,,,,,,
50,,http://www.orontesinvestments.com,,,,,,,Orontes Investments L.L.C,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Farm to consumer,,,,,,,,,,,,,,,
51,,http://www.senaat.co/,,,,,,,Senaat,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Farm to consumer,,,,,,,,,,,,,,,
52,,http://www.alrimalgroup.com,,,,,,,Al Rimal Foodstuff Industries,UAE  ,Al Ain,Partner/buyer,Agriculture Development & Health,Farm to consumer,,,,,,,,,,,,,,,
53,,http://www.gautamgroup.com,,,,,,,Gautam General Trading LLC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Farm to consumer,,,,,,,,,,,,,,,
54,,https://www.emiratesbiofarm.com/,,,,,,,Emirates Bio Farm,UAE  ,UAE Region ,Partner/buyer,Agriculture Development & Health,Farm to consumer,,,,,,,,,,,,,,,
55,https://www.linkedin.com/company/17921855,https://www.farmster.co/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/farmsterapp/,https://twitter.com/FarmsterApp,https://www.youtube.com/channel/UCIOa6kCFfwCyT9KKrX28T-A,,,Farmster,Israel ,,Tech solution ,Agriculture Development & Health,Farm to consumer,2017.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,,,,,
56,,http://www.alfoah.ae,,,,,,,Al Foah Company L.L.C.,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
57,,http://www.al-kabeer.com,,,,,,,Al-Kabeer Group ME,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
58,,http://www.emiratesmacaroni.com/,,,,,,,Emirates Macaroni Factory,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
59,,www.npcc.ae,,,,,,,NPCC,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
60,,https://www.nustarglobal.com,,,,,,,NuStar Global DMCC,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
61,,http://www.olamgroup.com,,,,,,,Olam International Limited,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
62,,http://www.omegaspices.com,,,,,,,Omega Spices Trading Co,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
63,,http://www.orgaindustrade.com,,,,,,,ORGA INDUSTRADE FOR COMMERCE CO LTD,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
64,,https://www.aranyafarms.com/,,,,,,,Aranya Farms,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
65,,http://www.goody.com.sa,,,,,,,Goody Middle East FZE,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
66,,http://www.mectonfoods.co,,,,,,,Mecton International Foods Company LLC - Amexicana,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
67,,https://mediaquestcorp.com/,,,,,,,Media Quest,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
68,,https://mtfc.crenov8.com/the-event/,,,,,,,Meet the Farmers Conference,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
69,,http://www.solico-group.com,,,,,,,MEH DU General Trading LLC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
70,,https://omanportal.gov.om/wps/wcm/connect/en/site/home/gov/gov1/gov5governmentorganizations/maf/moa,,,,,,,"Ministry of Agriculture & Fisheries, Oman",UAE  ,Oman,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
71,,http://www.mithrinternational.com,,,,,,,Mithr International FZE,UAE  ,Oman,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
72,,http://www.nahdadubai.com,,,,,,,Nahda Dairies Industries LLC,UAE  ,Oman,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
73,,https://www.nchme.com,,,,,,,New Country Healthcare LLC,UAE  ,Oman,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
74,,https://merlinfarms.com/,,,,,,,Merlin Farms,UAE  ,Sharjah,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
75,,http://www.qualikoglobal.com,,,,,,,MHP Food Trading LLC,UAE  ,Sharjah,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
76,,https://www.sibonneuae.com,,,,,,,Sibonne Food Stuff IND LLC,UAE  ,Sharjah,Partner/buyer,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
77,https://www.linkedin.com/company/11690892/,http://www.hop-pth.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Hop Engineering,Israel ,,Tech solution ,Agriculture Development & Health,Irrigation & water managment,,,,,,,,,,,,,,,
78,https://www.linkedin.com/company/10049175,http://www.neotopwater.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/Neotop-Water-Systems-Ltd-705798506226488/,https://twitter.com/neotop_water,,,,NeoTop,Israel ,,Tech solution ,Agriculture Development & Health,Irrigation & water managment,2011.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,,,,,
79,https://www.linkedin.com/company/18199377,http://www.viridix.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/Idripper,,,,,Viridix,Israel ,,Tech solution ,Agriculture Development & Health,Irrigation & water managment,2015.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,,,,,
80,,http://www.alajbanchicken.com/,,,,,,,Al Ajban Poultry LLC,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
81,,https://www.biosaline.org/,,,,,,,International Center for Biosaline Agriculture,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
82,,http://www.jaleelholdings.com/,,,,,,,Jaleel Distribution,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
83,,http://www.karamfoods.ae,,,,,,,Karam Foods Industries Co. LLC,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
84,,http://www.royalfi.com,,,,,,,Royal Food Industries,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
85,,https://rootsafs.com/page/homepage,,,,,,,Roots Animal Farming Services,UAE  ,Al Ain,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
86,,http://www.almaya.ae,,,,,,,Al Maya Trading Co,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
87,,https://www.alrawabidairy.com,,,,,,,Al Rawabi Dairy Co LLC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
88,,http://www.freshfruitscompany.com,,,,,,,Fresh Fruits Company,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
89,,http://www.galanguae.com,,,,,,,Galang General Trading LLC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
90,,https://www.ku.ac.ae/,,,,,,,Khalifa University,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
91,,https://www.lulugroupinternational.com,,,,,,,LULU GROUP INTERNATIONAL,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
92,,http://www.maatouk.ae,,,,,,,"Maatouk 1960 Factory, LLC",UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
93,,https://www.madarfarms.co/,,,,,,,Madar Farms,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
94,,http://www.majanfood.com,,,,,,,Majan Food Industries Llc,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
95,,http://www.evtrading.net,,,,,,,Eden Val Trading LLC,UAE  ,UAE Region ,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
96,,http://www.eag.ae/,,,,,,,Elite Agro LLC,UAE  ,UAE Region ,Partner/buyer,Agriculture Development & Health,Livestock & poularity,,,,,,,,,,,,,,,
97,https://www.linkedin.com/company/34701689,http://mirobot.co.il/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,https://www.youtube.com/channel/UCxifBm9KT6AtkvqFGsg-VHA,,,,Israel ,,Tech solution ,Agriculture Development & Health,Livestock & poularity,2011.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,,,,,
98,https://www.linkedin.com/company/18189900/,http://edetepta.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Edete Precision Technologies for Agriculture,Israel ,,Tech solution ,Agriculture Development & Health,Machinery & Robotics,2016.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,,,,,
99,https://www.linkedin.com/company/5202999,http://www.ffrobotics.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,FFRobotics,Israel ,,Tech solution ,Agriculture Development & Health,Machinery & Robotics,2014.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,,,,
100,https://www.linkedin.com/company/28487396,https://www.fruitspec.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,FruitSpec,Israel ,,Tech solution ,Agriculture Development & Health,Machinery & Robotics,2016.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,,,,,
101,,http://www.metomotion.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,MetoMotion,Israel ,,Tech solution ,Agriculture Development & Health,Machinery & Robotics,2016.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,,,,,
102,,https://www.ccel.ae/about-us/,,,,,,,Consolidated Contractors Engineering Limited (CCEL),UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Marine Environment & Fisheries Sustainability,,,,,,,,,,,,,,,
103,,http://www.asmak.me,,,,,,,Alliance Food Company LLC - AE,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,monitoring & control ,,,,,,,,,,,,,,,
104,,www.emiratessteel.com,,,,,,,Emirates Steel,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,monitoring & control ,,,,,,,,,,,,,,,
105,,www.alfoah.ae,,,,,,,Al Foah,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,monitoring & control ,,,,,,,,,,,,,,,
106,,https://www.arar.com,,,,,,,Arar Trading Company LLC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,monitoring & control ,,,,,,,,,,,,,,,
107,,"Website
  https://www.gulfsafa-adh.com",,,,,,,Gulf & Safa Dairies Est. Abu Dhabi,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,monitoring & control ,,,,,,,,,,,,,,,
108,,https://goumbook.com/business-directory/22070/smart-acres-uae/,,,,,,,Smart Acres,UAE  ,Sharjah,Partner/buyer,Agriculture Development & Health,monitoring & control ,,,,,,,,,,,,,,,
109,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,BreezoMeter,Israel ,,Tech solution ,Air quality ,monitoring & control ,,,,,,,,,,,,,,,
110,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,DriftSense,Israel ,,Tech solution ,Air quality ,monitoring & control ,,,,,,,,,,,,,,,
111,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,RadGreen,Israel ,,Tech solution ,Air quality ,monitoring & control ,,,,,,,,,,,,,,,
112,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,GreenVision Systems,Israel ,,Tech solution ,Environment and Green Development,monitoring & control ,,,,,,,,,,,,,,,
113,https://www.linkedin.com/company/18128775,http://www.amaizz.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/amaizztech/,https://twitter.com/AmaizzInfo,,,https://finder.startupnationcentral.org/image_cloud/amaizz_c445ecc7-9017-11e9-a1c7-9f55e0826ae6?w=240&h=240,Amaizz,Israel ,,Tech solution ,Agriculture Development & Health,Post Harvest,2015.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,
